,CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO,padded_csd
1580,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,MATH,Other Math,-,113.0,4.0,28.3,22.0,34.0,STARS,,02
1581,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,SCIENCE,Living Environment,-,63.0,2.0,31.5,30.0,33.0,STARS,,02
1582,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,SCIENCE,Chemistry,-,71.0,2.0,35.5,35.0,36.0,STARS,,02
1583,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,SCIENCE,Physics,-,98.0,3.0,32.7,29.0,35.0,STARS,,02
1584,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,SCIENCE,Other Science,-,61.0,2.0,30.5,28.0,33.0,STARS,,02
1585,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,125.0,4.0,31.3,25.0,34.0,STARS,,02
1586,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,34.0,1.0,34.0,34.0,34.0,STARS,,02
1587,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,SOCIAL STUDIES,Economics,-,35.0,1.0,35.0,35.0,35.0,STARS,,02
1588,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,ENGLISH,English 9,-,62.0,2.0,31.0,31.0,31.0,STARS,,02
1589,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,ENGLISH,English 10,-,64.0,2.0,32.0,32.0,32.0,STARS,,02
1590,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,ENGLISH,English 11,-,66.0,2.0,33.0,32.0,34.0,STARS,,02
1591,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,ENGLISH,English 12,-,67.0,2.0,33.5,33.0,34.0,STARS,,02
1592,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,MATH,Integrated Algebra,-,64.0,2.0,32.0,30.0,34.0,STARS,,02
1593,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,MATH,Geometry,-,36.0,1.0,36.0,36.0,36.0,STARS,,02
1594,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,MATH,Trigonometry,-,35.0,1.0,35.0,35.0,35.0,STARS,,02
1595,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,MATH,Math A,-,35.0,1.0,35.0,35.0,35.0,STARS,,02
1596,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,SCIENCE,Earth Science,-,121.0,4.0,30.3,28.0,32.0,STARS,,02
1597,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,SCIENCE,Living Environment,-,65.0,2.0,32.5,31.0,34.0,STARS,,02
1598,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,SCIENCE,Physics,-,35.0,1.0,35.0,35.0,35.0,STARS,,02
1599,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,130.0,4.0,32.5,31.0,34.0,STARS,,02
1600,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,SOCIAL STUDIES,US History & Government,-,99.0,3.0,33.0,31.0,35.0,STARS,,02
1601,2,M,M412,N.Y.C. Lab School for Collaborative Studies,09-12,CTT,SOCIAL STUDIES,Economics,-,99.0,3.0,33.0,32.0,35.0,STARS,,02
1602,2,M,M412,N.Y.C. Lab School for Collaborative Studies,,,,,,,,,,,,16.2,02
1603,2,M,M413,School of the Future High School,06,GEN ED,-,-,-,89.0,6.0,14.8,14.0,16.0,ATS,,02
1604,2,M,M413,School of the Future High School,06,CTT,-,-,-,10.0,1.0,10.0,10.0,10.0,ATS,,02
1605,2,M,M413,School of the Future High School,07,GEN ED,-,-,-,94.0,7.0,13.4,10.0,15.0,ATS,,02
1606,2,M,M413,School of the Future High School,08,GEN ED,-,-,-,95.0,7.0,13.6,11.0,16.0,ATS,,02
1607,2,M,M413,School of the Future High School,,,,,,,,,,,,16.0,02
1608,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,ENGLISH,English 9,-,78.0,3.0,26.0,26.0,26.0,STARS,,02
1609,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,ENGLISH,English 10,-,99.0,3.0,33.0,32.0,34.0,STARS,,02
1610,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,ENGLISH,English 11,-,75.0,3.0,25.0,22.0,27.0,STARS,,02
1611,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,ENGLISH,English 12,-,76.0,3.0,25.3,22.0,31.0,STARS,,02
1612,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,ENGLISH,Other English,-,24.0,1.0,24.0,24.0,24.0,STARS,,02
1613,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,MATH,Integrated Algebra,-,72.0,3.0,24.0,23.0,26.0,STARS,,02
1614,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,MATH,Geometry,-,95.0,3.0,31.7,28.0,34.0,STARS,,02
1615,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,MATH,Trigonometry,-,80.0,3.0,26.7,14.0,34.0,STARS,,02
1616,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,MATH,Other Math,-,117.0,4.0,29.3,20.0,34.0,STARS,,02
1617,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,SCIENCE,Earth Science,-,194.0,6.0,32.3,30.0,34.0,STARS,,02
1618,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,SCIENCE,Living Environment,-,153.0,6.0,25.5,24.0,26.0,STARS,,02
1619,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,SCIENCE,Chemistry,-,157.0,6.0,26.2,21.0,29.0,STARS,,02
1620,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,SCIENCE,Physics,-,89.0,4.0,22.3,22.0,23.0,STARS,,02
1621,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,SCIENCE,Other Science,-,168.0,5.0,33.6,24.0,47.0,STARS,,02
1622,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,336.0,12.0,28.0,22.0,34.0,STARS,,02
1623,2,M,M414,N.Y.C. Museum School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,124.0,4.0,31.0,29.0,33.0,STARS,,02
1624,2,M,M414,N.Y.C. Museum School,09-12,CTT,ENGLISH,English 9,-,30.0,1.0,30.0,30.0,30.0,STARS,,02
1625,2,M,M414,N.Y.C. Museum School,09-12,CTT,ENGLISH,English 10,-,32.0,1.0,32.0,32.0,32.0,STARS,,02
1626,2,M,M414,N.Y.C. Museum School,09-12,CTT,ENGLISH,English 11,-,31.0,1.0,31.0,31.0,31.0,STARS,,02
1627,2,M,M414,N.Y.C. Museum School,09-12,CTT,ENGLISH,English 12,-,20.0,1.0,20.0,20.0,20.0,STARS,,02
1628,2,M,M414,N.Y.C. Museum School,09-12,CTT,MATH,Integrated Algebra,-,29.0,1.0,29.0,29.0,29.0,STARS,,02
1629,2,M,M414,N.Y.C. Museum School,09-12,CTT,MATH,Geometry,-,31.0,1.0,31.0,31.0,31.0,STARS,,02
1630,2,M,M414,N.Y.C. Museum School,09-12,CTT,MATH,Trigonometry,-,28.0,1.0,28.0,28.0,28.0,STARS,,02
1631,2,M,M414,N.Y.C. Museum School,09-12,CTT,MATH,Other Math,-,20.0,1.0,20.0,20.0,20.0,STARS,,02
1632,2,M,M414,N.Y.C. Museum School,09-12,CTT,SCIENCE,Earth Science,-,66.0,2.0,33.0,33.0,33.0,STARS,,02
1633,2,M,M414,N.Y.C. Museum School,09-12,CTT,SCIENCE,Living Environment,-,61.0,2.0,30.5,30.0,31.0,STARS,,02
1634,2,M,M414,N.Y.C. Museum School,09-12,CTT,SCIENCE,Chemistry,-,52.0,2.0,26.0,25.0,27.0,STARS,,02
1635,2,M,M414,N.Y.C. Museum School,09-12,CTT,SCIENCE,Physics,-,39.0,2.0,19.5,19.0,20.0,STARS,,02
1636,2,M,M419,Landmark High School,09-12,CTT,SCIENCE,Other Science,-,64.0,2.0,32.0,31.0,33.0,STARS,,02
1637,2,M,M414,N.Y.C. Museum School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,107.0,4.0,26.8,19.0,32.0,STARS,,02
1638,2,M,M414,N.Y.C. Museum School,,,,,,,,,,,,15.3,02
1639,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,ENGLISH,English 9,-,125.0,4.0,31.3,30.0,32.0,STARS,,02
1640,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,ENGLISH,English 10,-,120.0,4.0,30.0,28.0,33.0,STARS,,02
1641,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,ENGLISH,English 11,-,139.0,6.0,23.2,17.0,28.0,STARS,,02
1642,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,ENGLISH,English 12,-,113.0,4.0,28.3,23.0,32.0,STARS,,02
1643,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,ENGLISH,Other English,-,36.0,2.0,18.0,17.0,19.0,STARS,,02
1644,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,MATH,Integrated Algebra,-,52.0,2.0,26.0,23.0,29.0,STARS,,02
1645,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,MATH,Geometry,-,165.0,6.0,27.5,19.0,33.0,STARS,,02
1646,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,MATH,Trigonometry,-,90.0,3.0,30.0,27.0,33.0,STARS,,02
1647,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,MATH,Other Math,-,189.0,7.0,27.0,17.0,33.0,STARS,,02
1648,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SCIENCE,Living Environment,-,254.0,8.0,31.8,31.0,33.0,STARS,,02
1649,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SCIENCE,Chemistry,-,240.0,8.0,30.0,25.0,34.0,STARS,,02
1650,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SCIENCE,Physics,-,278.0,10.0,27.8,23.0,33.0,STARS,,02
1651,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SCIENCE,Other Science,-,141.0,6.0,23.5,17.0,28.0,STARS,,02
1652,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,246.0,8.0,30.8,27.0,34.0,STARS,,02
1653,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,139.0,5.0,27.8,23.0,32.0,STARS,,02
1654,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,31.0,1.0,31.0,31.0,31.0,STARS,,02
1655,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,82.0,3.0,27.3,24.0,32.0,STARS,,02
1656,2,M,M416,Eleanor Roosevelt High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,45.0,2.0,22.5,22.0,23.0,STARS,,02
1657,2,M,M416,Eleanor Roosevelt High School,,,,,,,,,,,,16.8,02
1658,2,M,M418,Millennium High School,09-12,GEN ED,ENGLISH,English 9,-,256.0,8.0,32.0,31.0,33.0,STARS,,02
1659,2,M,M418,Millennium High School,09-12,GEN ED,ENGLISH,English 10,-,363.0,12.0,30.3,26.0,34.0,STARS,,02
1660,2,M,M418,Millennium High School,09-12,GEN ED,ENGLISH,English 12,-,57.0,3.0,19.0,17.0,20.0,STARS,,02
1661,2,M,M418,Millennium High School,09-12,GEN ED,ENGLISH,Other English,-,213.0,7.0,30.4,28.0,33.0,STARS,,02
1662,2,M,M418,Millennium High School,09-12,GEN ED,MATH,Integrated Algebra,-,97.0,3.0,32.3,31.0,33.0,STARS,,02
1663,2,M,M418,Millennium High School,09-12,GEN ED,MATH,Geometry,-,181.0,6.0,30.2,26.0,32.0,STARS,,02
1664,2,M,M418,Millennium High School,09-12,GEN ED,MATH,Trigonometry,-,157.0,5.0,31.4,28.0,34.0,STARS,,02
1665,2,M,M418,Millennium High School,09-12,GEN ED,MATH,Other Math,-,139.0,5.0,27.8,18.0,34.0,STARS,,02
1666,2,M,M418,Millennium High School,09-12,GEN ED,SCIENCE,Earth Science,-,31.0,1.0,31.0,31.0,31.0,STARS,,02
1667,2,M,M418,Millennium High School,09-12,GEN ED,SCIENCE,Living Environment,-,128.0,4.0,32.0,31.0,33.0,STARS,,02
1668,2,M,M418,Millennium High School,09-12,GEN ED,SCIENCE,Chemistry,-,213.0,7.0,30.4,26.0,33.0,STARS,,02
1669,2,M,M418,Millennium High School,09-12,GEN ED,SCIENCE,Physics,-,191.0,6.0,31.8,30.0,34.0,STARS,,02
1670,2,M,M418,Millennium High School,09-12,GEN ED,SCIENCE,Other Science,-,62.0,2.0,31.0,29.0,33.0,STARS,,02
1671,2,M,M418,Millennium High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,276.0,9.0,30.7,26.0,33.0,STARS,,02
1672,2,M,M422,Quest to Learn,07,GEN ED,-,-,-,45.0,2.0,22.5,22.0,23.0,ATS,,02
1673,2,M,M418,Millennium High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,250.0,9.0,27.8,23.0,34.0,STARS,,02
1674,2,M,M418,Millennium High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,21.0,1.0,21.0,21.0,21.0,STARS,,02
1675,2,M,M418,Millennium High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,55.0,2.0,27.5,27.0,28.0,STARS,,02
1676,2,M,M418,Millennium High School,09-12,CTT,ENGLISH,English 9,-,60.0,2.0,30.0,30.0,30.0,STARS,,02
1677,2,M,M418,Millennium High School,09-12,CTT,ENGLISH,Other English,-,30.0,1.0,30.0,30.0,30.0,STARS,,02
1678,2,M,M418,Millennium High School,09-12,CTT,MATH,Integrated Algebra,-,30.0,1.0,30.0,30.0,30.0,STARS,,02
1679,2,M,M418,Millennium High School,09-12,CTT,MATH,Trigonometry,-,25.0,1.0,25.0,25.0,25.0,STARS,,02
1680,2,M,M418,Millennium High School,09-12,CTT,SCIENCE,Living Environment,-,30.0,1.0,30.0,30.0,30.0,STARS,,02
1681,2,M,M418,Millennium High School,09-12,CTT,SCIENCE,Physics,-,34.0,1.0,34.0,34.0,34.0,STARS,,02
1682,2,M,M418,Millennium High School,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,63.0,2.0,31.5,30.0,33.0,STARS,,02
1683,2,M,M418,Millennium High School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,50.0,2.0,25.0,17.0,33.0,STARS,,02
1684,2,M,M418,Millennium High School,,,,,,,,,,,,16.1,02
1685,2,M,M419,Landmark High School,09-12,GEN ED,ENGLISH,English 9,-,75.0,4.0,18.8,16.0,21.0,STARS,,02
1686,2,M,M419,Landmark High School,09-12,GEN ED,ENGLISH,English 10,-,58.0,3.0,19.3,17.0,21.0,STARS,,02
1687,2,M,M419,Landmark High School,09-12,GEN ED,ENGLISH,English 11,-,109.0,4.0,27.3,25.0,29.0,STARS,,02
1688,2,M,M419,Landmark High School,09-12,GEN ED,MATH,Integrated Algebra,-,92.0,4.0,23.0,20.0,27.0,STARS,,02
1689,2,M,M419,Landmark High School,09-12,GEN ED,MATH,Geometry,-,60.0,3.0,20.0,16.0,23.0,STARS,,02
1690,2,M,M419,Landmark High School,09-12,GEN ED,MATH,Math B,-,107.0,5.0,21.4,18.0,30.0,STARS,,02
1691,2,M,M419,Landmark High School,09-12,GEN ED,SCIENCE,Living Environment,-,67.0,3.0,22.3,21.0,24.0,STARS,,02
1692,2,M,M419,Landmark High School,09-12,GEN ED,SCIENCE,Chemistry,-,36.0,1.0,36.0,36.0,36.0,STARS,,02
1693,2,M,M419,Landmark High School,09-12,GEN ED,SCIENCE,Physics,-,21.0,1.0,21.0,21.0,21.0,STARS,,02
1694,2,M,M419,Landmark High School,09-12,GEN ED,SCIENCE,Other Science,-,90.0,4.0,22.5,20.0,25.0,STARS,,02
1695,2,M,M419,Landmark High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,158.0,7.0,22.6,20.0,28.0,STARS,,02
1696,2,M,M419,Landmark High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,23.0,1.0,23.0,23.0,23.0,STARS,,02
1697,2,M,M419,Landmark High School,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,50.0,2.0,25.0,21.0,29.0,STARS,,02
1698,2,M,M419,Landmark High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,23.0,1.0,23.0,23.0,23.0,STARS,,02
1699,2,M,M419,Landmark High School,09-12,CTT,ENGLISH,English 9,-,56.0,2.0,28.0,24.0,32.0,STARS,,02
1700,2,M,M419,Landmark High School,09-12,CTT,ENGLISH,English 10,-,28.0,1.0,28.0,28.0,28.0,STARS,,02
1701,2,M,M419,Landmark High School,09-12,CTT,ENGLISH,English 11,-,33.0,1.0,33.0,33.0,33.0,STARS,,02
1702,2,M,M419,Landmark High School,09-12,CTT,ENGLISH,Other English,-,35.0,2.0,17.5,14.0,21.0,STARS,,02
1703,2,M,M419,Landmark High School,09-12,CTT,MATH,Integrated Algebra,-,64.0,2.0,32.0,31.0,33.0,STARS,,02
1704,2,M,M419,Landmark High School,09-12,CTT,MATH,Geometry,-,36.0,1.0,36.0,36.0,36.0,STARS,,02
1705,2,M,M419,Landmark High School,09-12,CTT,MATH,Math B,-,53.0,2.0,26.5,15.0,38.0,STARS,,02
1706,2,M,M419,Landmark High School,09-12,CTT,SCIENCE,Living Environment,-,36.0,1.0,36.0,36.0,36.0,STARS,,02
1707,2,M,M419,Landmark High School,09-12,CTT,SCIENCE,Chemistry,-,33.0,1.0,33.0,33.0,33.0,STARS,,02
1708,2,M,M419,Landmark High School,09-12,CTT,SCIENCE,Physics,-,33.0,1.0,33.0,33.0,33.0,STARS,,02
1709,2,M,M419,Landmark High School,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,99.0,3.0,33.0,32.0,35.0,STARS,,02
1710,2,M,M419,Landmark High School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,66.0,2.0,33.0,32.0,34.0,STARS,,02
1711,2,M,M419,Landmark High School,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,18.0,1.0,18.0,18.0,18.0,STARS,,02
1712,2,M,M419,Landmark High School,,,,,,,,,,,,13.2,02
1713,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,ENGLISH,English 9,-,305.0,9.0,33.9,33.0,34.0,STARS,,02
1714,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,ENGLISH,English 10,-,355.0,11.0,32.3,25.0,34.0,STARS,,02
1715,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,ENGLISH,English 11,-,381.0,12.0,31.8,28.0,34.0,STARS,,02
1716,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,ENGLISH,English 12,-,350.0,12.0,29.2,22.0,33.0,STARS,,02
1717,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,ENGLISH,Other English,-,269.0,8.0,33.6,33.0,34.0,STARS,,02
1718,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,MATH,Integrated Algebra,-,443.0,14.0,31.6,27.0,35.0,STARS,,02
1719,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,MATH,Geometry,-,569.0,17.0,33.5,32.0,35.0,STARS,,02
1720,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,MATH,Trigonometry,-,262.0,8.0,32.8,30.0,34.0,STARS,,02
1721,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,MATH,Other Math,-,64.0,2.0,32.0,30.0,34.0,STARS,,02
1722,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,SCIENCE,Earth Science,-,67.0,2.0,33.5,33.0,34.0,STARS,,02
1723,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,SCIENCE,Living Environment,-,373.0,11.0,33.9,33.0,34.0,STARS,,02
1724,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,SCIENCE,Chemistry,-,372.0,11.0,33.8,33.0,34.0,STARS,,02
1725,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,SCIENCE,Physics,-,314.0,10.0,31.4,28.0,34.0,STARS,,02
1726,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,SCIENCE,Other Science,-,1054.0,35.0,30.1,13.0,34.0,STARS,,02
1727,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1390.0,43.0,32.3,26.0,34.0,STARS,,02
1728,2,M,M420,High School for Health Professions and Human Services,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,88.0,3.0,29.3,25.0,34.0,STARS,,02
1729,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,ENGLISH,English 9,-,127.0,4.0,31.8,28.0,34.0,STARS,,02
1730,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,ENGLISH,English 10,-,61.0,2.0,30.5,29.0,32.0,STARS,,02
1731,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,ENGLISH,English 11,-,67.0,2.0,33.5,33.0,34.0,STARS,,02
1732,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,ENGLISH,English 12,-,30.0,1.0,30.0,30.0,30.0,STARS,,02
1733,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,ENGLISH,Other English,-,65.0,2.0,32.5,32.0,33.0,STARS,,02
1734,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,MATH,Integrated Algebra,-,208.0,7.0,29.7,22.0,34.0,STARS,,02
1735,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,MATH,Geometry,-,67.0,2.0,33.5,33.0,34.0,STARS,,02
1736,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,SCIENCE,Living Environment,-,98.0,3.0,32.7,32.0,33.0,STARS,,02
1737,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,SCIENCE,Other Science,-,128.0,4.0,32.0,29.0,33.0,STARS,,02
1738,2,M,M420,High School for Health Professions and Human Services,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,300.0,9.0,33.3,32.0,34.0,STARS,,02
1739,2,M,M420,High School for Health Professions and Human Services,,,,,,,,,,,,20.7,02
1740,2,M,M422,Quest to Learn,06,GEN ED,-,-,-,45.0,2.0,22.5,22.0,23.0,ATS,,02
1741,2,M,M422,Quest to Learn,06,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,02
1742,2,M,M422,Quest to Learn,MS Core,GEN ED,ENGLISH,MS English Core,-,74.0,4.0,18.5,16.0,21.0,STARS,,02
1743,2,M,M422,Quest to Learn,MS Core,GEN ED,MATH,MS Math Core,-,74.0,4.0,18.5,16.0,21.0,STARS,,02
1744,2,M,M422,Quest to Learn,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,74.0,4.0,18.5,16.0,21.0,STARS,,02
1745,2,M,M422,Quest to Learn,MS Core,CTT,ENGLISH,MS English Core,-,42.0,2.0,21.0,20.0,22.0,STARS,,02
1746,2,M,M422,Quest to Learn,MS Core,CTT,MATH,MS Math Core,-,42.0,2.0,21.0,20.0,22.0,STARS,,02
1747,2,M,M422,Quest to Learn,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,42.0,2.0,21.0,20.0,22.0,STARS,,02
1748,2,M,M422,Quest to Learn,,,,,,,,,,,,12.1,02
1749,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,ENGLISH,English 9,-,124.0,5.0,24.8,18.0,31.0,STARS,,02
1750,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,ENGLISH,English 10,-,171.0,6.0,28.5,23.0,32.0,STARS,,02
1751,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,ENGLISH,English 11,-,149.0,5.0,29.8,25.0,33.0,STARS,,02
1752,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,ENGLISH,English 12,-,82.0,4.0,20.5,11.0,32.0,STARS,,02
1753,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,ENGLISH,Other English,-,58.0,2.0,29.0,29.0,29.0,STARS,,02
1754,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,MATH,Integrated Algebra,-,161.0,8.0,20.1,10.0,27.0,STARS,,02
1755,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,MATH,Geometry,-,244.0,8.0,30.5,20.0,34.0,STARS,,02
1756,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,MATH,Trigonometry,-,99.0,3.0,33.0,32.0,34.0,STARS,,02
1757,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,SCIENCE,Earth Science,-,653.0,21.0,31.1,20.0,34.0,STARS,,02
1758,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,SCIENCE,Living Environment,-,227.0,8.0,28.4,26.0,33.0,STARS,,02
1759,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,SCIENCE,Chemistry,-,60.0,2.0,30.0,27.0,33.0,STARS,,02
1760,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,304.0,11.0,27.6,19.0,33.0,STARS,,02
1761,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,159.0,6.0,26.5,22.0,30.0,STARS,,02
1762,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,144.0,5.0,28.8,27.0,32.0,STARS,,02
1763,2,M,M425,Leadership and Public Service High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,31.0,1.0,31.0,31.0,31.0,STARS,,02
1764,2,M,M425,Leadership and Public Service High School,09-12,CTT,ENGLISH,English 9,-,14.0,1.0,14.0,14.0,14.0,STARS,,02
1765,2,M,M425,Leadership and Public Service High School,09-12,CTT,ENGLISH,English 10,-,23.0,1.0,23.0,23.0,23.0,STARS,,02
1766,2,M,M425,Leadership and Public Service High School,09-12,CTT,ENGLISH,English 11,-,21.0,1.0,21.0,21.0,21.0,STARS,,02
1767,2,M,M425,Leadership and Public Service High School,09-12,CTT,MATH,Integrated Algebra,-,45.0,2.0,22.5,20.0,25.0,STARS,,02
1768,2,M,M425,Leadership and Public Service High School,09-12,CTT,MATH,Geometry,-,14.0,1.0,14.0,14.0,14.0,STARS,,02
1769,2,M,M425,Leadership and Public Service High School,09-12,CTT,SCIENCE,Earth Science,-,32.0,1.0,32.0,32.0,32.0,STARS,,02
1770,2,M,M425,Leadership and Public Service High School,09-12,CTT,SCIENCE,Living Environment,-,105.0,4.0,26.3,21.0,29.0,STARS,,02
1771,2,M,M425,Leadership and Public Service High School,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,51.0,2.0,25.5,25.0,26.0,STARS,,02
1772,2,M,M425,Leadership and Public Service High School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,19.0,1.0,19.0,19.0,19.0,STARS,,02
